36	9	1008	352	22	1	1	3	5	1	5	1	
37	9	1024	352	22	1	1	0	5	1	5	1	
38	9	1040	352	22	1	1	0	5	1	5	1	
39	9	1056	352	22	1	1	0	5	1	5	1	
40	9	1072	352	22	1	1	0	5	1	5	1	
41	9	1152	384	22	1	1	0	6	1	6	1	
42	9	1168	384	22	1	1	0	6	1	6	1	
43	9	1184	384	22	1	1	0	6	1	6	1	
44	9	1200	384	22	1	1	0	6	1	6	1	
45	9	1216	384	22	1	1	0	6	1	6	1	
46	9	1184	304	22	1	1	0	6	0	6	0	
47	9	1200	304	22	1	1	0	6	0	6	0	
48	9	1216	304	22	1	1	0	6	0	6	0	
49	9	1232	304	22	1	1	0	6	0	6	0	
50	9	1232	288	22	1	1	1	6	0	6	0	
51	9	1264	368	22	1	1	0	6	1	6	1	
52	9	1280	368	22	1	1	0	6	1	6	1	
53	9	1392	304	22	1	1	0	7	0	7	0	
54	9	1408	304	22	1	1	0	7	0	7	0	
55	9	1424	304	22	1	1	0	7	0	7	0	
56	9	1536	288	22	1	1	3	8	0	8	0	
57	9	1536	304	22	1	1	0	8	0	8	0	
58	9	1536	368	22	1	1	0	8	1	8	1	
59	9	1536	384	22	1	1	0	8	1	8	1	
60	9	1536	400	22	1	1	0	8	1	8	1	
61	9	1552	400	22	1	1	0	8	1	8	1	
62	9	1568	400	22	1	1	0	8	1	8	1	
63	9	1584	400	22	1	1	0	8	1	8	1	
64	9	1728	288	22	1	1	0	9	0	9	0	
65	9	1728	304	22	1	1	0	9	0	9	0	
66	9	1728	320	22	1	1	0	9	0	9	1	
67	9	1776	368	22	1	1	0	9	1	9	1	
68	9	1792	368	22	1	1	0	9	1	9	1	
69	9	1808	368	22	1	1	0	9	1	9	1	
# COIN
1	11	336	304	5	1	1	12	1	0	1	0	
2	11	352	304	5	1	1	12	1	0	1	0	
3	11	368	304	5	1	1	12	1	0	2	0	
4	11	416	272	5	1	1	12	2	0	2	0	
5	11	432	272	5	1	1	12	2	0	2	0	
6	11	448	272	5	1	1	12	2	0	2	0	
7	11	1328	288	5	1	1	12	7	0	7	0	
8	11	1344	288	5	1	1	12	7	0	7	0	
9	11	1360	288	5	1	1	12	7	0	7	0	
10	11	1504	272	5	1	1	12	8	0	8	0	
11	11	1504	288	5	1	1	12	8	0	8	0	
12	11	1504	304	5	1	1	12	8	0	8	0	
13	11	1504	320	5	1	1	12	8	0	8	1	
14	11	1504	336	5	1	1	12	8	1	8	1	
15	11	1504	352	5	1	1	12	8	1	8	1	
16	11	1504	368	5	1	1	12	8	1	8	1	
17	11	1504	384	5	1	1	12	8	1	8	1	
18	11	1888	304	5	1	1	12	10	0	10	0	
19	11	1904	304	5	1	1	12	10	0	10	0	
20	11	1920	304	5	1	1	12	10	0	10	0	
# ColorBox
1	6	1967	368	20	3	3	10	1	10	1	
#BOOMERANG BROTHER
1	16	2096	200	25	1	1.375	11	0	11	0	
#PIPE
#type	x	y	ani_set	numX	numY	Special	Where(1Main/0Hide)	Hut/Day(1 hut/ 0day)	Height
#7	1936	336	23	2	4	1	1	1	1
#7	2192	384	23	2	2	1	1	0	0
# koopas
#color Red(0), Green(1) -> Type Having(2), Default(1), Shell(0)
1	3	200	320	4	1	1.625	0	2	1	0	1	1	
2	3	1072	320	4	1	1.625	0	1	5	0	5	1	
3	3	1984	341	4	1	1.625	0	1	10	1	10	1	
4	3	1870	292	4	1	1.625	0	2	10	0	10	0	
#ITEM END SCENE
1	14	2448	336	5	1	1	13	1	13	1	
